timestamp_ns,value_bar
1723539600000000000,0.000
1723539600010000000,0.000
1723539600020000000,0.192
1723539600030000000,0.000
1723539600040000000,0.066
1723539600050000000,0.000
1723539600060000000,0.000
1723539600070000000,0.000
1723539600080000000,0.423
1723539600090000000,0.215
1723539600100000000,0.000
1723539600110000000,0.000
1723539600120000000,0.218
1723539600130000000,0.273
1723539600140000000,0.000
1723539600150000000,0.442
1723539600160000000,0.000
1723539600170000000,0.121
1723539600180000000,0.304
1723539600190000000,0.000
1723539600200000000,0.169
1723539600210000000,0.000
1723539600220000000,0.348
1723539600230000000,0.021
1723539600240000000,0.000
1723539600250000000,0.000
1723539600260000000,0.000
1723539600270000000,0.112
1723539600280000000,0.000
1723539600290000000,0.118
1723539600300000000,0.164
1723539600310000000,0.000
1723539600320000000,0.000
1723539600330000000,0.000
1723539600340000000,0.000
1723539600350000000,0.081
1723539600360000000,0.444
1723539600370000000,0.219
1723539600380000000,0.231
1723539600390000000,0.000
1723539600400000000,0.000
1723539600410000000,0.407
1723539600420000000,0.125
1723539600430000000,0.000
1723539600440000000,0.277
1723539600450000000,0.199
1723539600460000000,0.087
1723539600470000000,0.000
1723539600480000000,0.102
1723539600490000000,0.564
1723539600500000000,0.007
1723539600510000000,0.000
1723539600520000000,0.219
1723539600530000000,0.440
1723539600540000000,0.000
1723539600550000000,0.319
1723539600560000000,0.000
1723539600570000000,0.614
1723539600580000000,0.000
1723539600590000000,0.479
1723539600600000000,0.370
1723539600610000000,0.000
1723539600620000000,0.068
1723539600630000000,0.279
1723539600640000000,0.545
1723539600650000000,0.801
1723539600660000000,0.071
1723539600670000000,0.000
1723539600680000000,0.232
1723539600690000000,0.257
1723539600700000000,0.165
1723539600710000000,0.000
1723539600720000000,0.823
1723539600730000000,0.647
1723539600740000000,0.263
1723539600750000000,0.429
1723539600760000000,0.000
1723539600770000000,0.000
1723539600780000000,0.780
1723539600790000000,0.000
1723539600800000000,0.200
1723539600810000000,0.083
1723539600820000000,0.000
1723539600830000000,0.000
1723539600840000000,0.220
1723539600850000000,0.074
1723539600860000000,0.181
1723539600870000000,0.000
1723539600880000000,0.000
1723539600890000000,0.000
1723539600900000000,0.157
1723539600910000000,0.000
1723539600920000000,0.000
1723539600930000000,0.000
1723539600940000000,0.109
1723539600950000000,0.000
1723539600960000000,0.145
1723539600970000000,0.260
1723539600980000000,0.147
1723539600990000000,0.138
1723539601000000000,0.000
1723539601010000000,0.314
1723539601020000000,0.017
1723539601030000000,0.063
1723539601040000000,0.531
1723539601050000000,0.271
1723539601060000000,0.000
1723539601070000000,0.169
1723539601080000000,0.252
1723539601090000000,0.000
1723539601100000000,0.000
1723539601110000000,0.000
1723539601120000000,0.146
1723539601130000000,0.405
1723539601140000000,0.145
1723539601150000000,0.000
1723539601160000000,0.000
1723539601170000000,0.088
1723539601180000000,0.223
1723539601190000000,0.361
1723539601200000000,0.000
1723539601210000000,0.191
1723539601220000000,0.000
1723539601230000000,0.000
1723539601240000000,0.000
1723539601250000000,0.329
1723539601260000000,0.000
1723539601270000000,0.000
1723539601280000000,0.000
1723539601290000000,0.000
1723539601300000000,0.697
1723539601310000000,0.256
1723539601320000000,0.235
1723539601330000000,0.174
1723539601340000000,0.000
1723539601350000000,0.000
1723539601360000000,0.000
1723539601370000000,0.000
1723539601380000000,0.000
1723539601390000000,0.698
1723539601400000000,0.000
1723539601410000000,0.000
1723539601420000000,0.000
1723539601430000000,0.378
1723539601440000000,0.130
1723539601450000000,0.000
1723539601460000000,0.000
1723539601470000000,0.208
1723539601480000000,0.302
1723539601490000000,0.104
1723539601500000000,0.654
1723539601510000000,0.000
1723539601520000000,0.378
1723539601530000000,0.114
1723539601540000000,0.000
1723539601550000000,0.000
1723539601560000000,0.000
1723539601570000000,0.307
1723539601580000000,0.000
1723539601590000000,0.069
1723539601600000000,0.000
1723539601610000000,0.000
1723539601620000000,0.000
1723539601630000000,0.276
1723539601640000000,0.000
1723539601650000000,0.000
1723539601660000000,0.745
1723539601670000000,0.000
1723539601680000000,0.252
1723539601690000000,0.052
1723539601700000000,0.000
1723539601710000000,0.522
1723539601720000000,0.683
